edad,peso,talla,sexo,provincia,dni,fecha_nacimiento,bmi,bmi_agrupado,bmi_agrupado2
33,80.4,1.765,HOMBRE,VALENCIA,17780115R,22/2/1987,25.81,Sobrepeso,Sobrepeso
28,64.2,1.675,HOMBRE,VALENCIA,20442829N,9/7/1992,22.88,Normal,Normal
33,67.2,1.67,HOMBRE,VALENCIA,33112194W,30/5/1987,24.1,Normal,Normal
27,74.4,1.75,HOMBRE,VALENCIA,51364669X,17/3/1993,24.29,Normal,Normal
31,75.2,1.785,HOMBRE,VALENCIA,68156946T,7/7/1989,23.6,Normal,Normal
27,67.6,1.675,HOMBRE,VALENCIA,75758565Z,23/3/1993,24.09,Normal,Normal
29,82.0,1.82,HOMBRE,VALENCIA,81041046W,18/6/1991,24.76,Normal,Normal
31,72.0,1.71,HOMBRE,VALENCIA,44621990H,12/2/1989,24.62,Normal,Normal
32,77.6,1.78,HOMBRE,VALENCIA,83961442F,8/3/1988,24.49,Normal,Normal
26,80.9,1.81,HOMBRE,VALENCIA,55358740G,26/12/1994,24.69,Normal,Normal
27,75.9,1.74,HOMBRE,VALENCIA,61070691C,23/3/1993,25.07,Sobrepeso,Sobrepeso
31,91.2,1.905,HOMBRE,VALENCIA,19240313W,11/8/1989,25.13,Sobrepeso,Sobrepeso
32,70.1,1.71,HOMBRE,VALENCIA,43934838U,5/12/1988,23.97,Normal,Normal
32,76.8,1.76,HOMBRE,VALENCIA,68457575F,6/12/1988,24.79,Normal,Normal
30,85.3,1.8430000000000002,HOMBRE,VALENCIA,31866731C,12/6/1990,25.11,Sobrepeso,Sobrepeso
29,74.0,1.725,HOMBRE,VALENCIA,29977063Q,2/4/1991,24.87,Normal,Normal
30,86.3,1.8230000000000002,HOMBRE,VALENCIA,14773825D,6/10/1990,25.97,Sobrepeso,Sobrepeso
27,77.6,1.73,HOMBRE,VALENCIA,23535013C,4/2/1993,25.93,Sobrepeso,Sobrepeso
25,90.5,1.825,HOMBRE,VALENCIA,14644984C,6/10/1995,27.17,Sobrepeso,Sobrepeso
25,76.0,1.7,HOMBRE,VALENCIA,89115082R,30/3/1995,26.3,Sobrepeso,Sobrepeso
32,72.0,1.675,HOMBRE,VALENCIA,24436900N,8/2/1988,25.66,Sobrepeso,Sobrepeso
26,88.8,1.82,HOMBRE,VALENCIA,78893696W,22/7/1994,26.81,Sobrepeso,Sobrepeso
34,87.0,1.8,HOMBRE,VALENCIA,40713813U,28/7/1986,26.85,Sobrepeso,Sobrepeso
30,79.3,1.71,HOMBRE,VALENCIA,75457936H,28/9/1990,27.12,Sobrepeso,Sobrepeso
26,79.4,1.735,HOMBRE,VALENCIA,22332497Y,7/12/1994,26.38,Sobrepeso,Sobrepeso
33,79.5,1.725,HOMBRE,VALENCIA,55058111B,1/2/1987,26.72,Sobrepeso,Sobrepeso
27,74.0,1.655,HOMBRE,VALENCIA,38738251V,16/5/1993,27.02,Sobrepeso,Sobrepeso
25,89.1,1.82,HOMBRE,VALENCIA,73654162T,6/11/1995,26.9,Sobrepeso,Sobrepeso
34,75.9,1.675,HOMBRE,VALENCIA,45180301N,9/7/1986,27.05,Sobrepeso,Sobrepeso
27,87.9,1.7730000000000001,HOMBRE,VALENCIA,26756038D,27/9/1993,27.96,Sobrepeso,Sobrepeso
28,74.2,1.615,HOMBRE,VALENCIA,71206183G,13/11/1992,28.45,Sobrepeso,Sobrepeso
25,84.0,1.75,HOMBRE,VALENCIA,33928187P,7/12/1995,27.43,Sobrepeso,Sobrepeso
28,78.9,1.7,HOMBRE,VALENCIA,72752275V,24/11/1992,27.3,Sobrepeso,Sobrepeso
34,81.6,1.645,HOMBRE,VALENCIA,80096212E,25/2/1986,30.15,Obesidad clase 1,Obesidad
33,91.6,1.695,HOMBRE,VALENCIA,36676795G,29/5/1987,31.88,Obesidad clase 1,Obesidad
29,129.0,1.85,HOMBRE,VALENCIA,45480930T,4/6/1991,37.69,Obesidad clase 2,Obesidad
32,63.5,1.6,MUJER,VALENCIA,79151378M,4/3/1988,24.8,Normal,Normal
32,68.8,1.548,MUJER,VALENCIA,38867092P,29/9/1988,28.71,Sobrepeso,Sobrepeso
31,55.2,1.65,MUJER,VALENCIA,20271041L,11/2/1989,20.28,Normal,Normal
31,97.0,1.59,MUJER,VALENCIA,29547593P,10/8/1989,38.37,Obesidad clase 2,Obesidad
30,51.6,1.67,MUJER,VALENCIA,39640138G,16/7/1990,18.5,Normal,Normal
29,52.5,1.65,MUJER,VALENCIA,70991448W,22/10/1991,19.28,Normal,Normal
32,52.6,1.67,MUJER,VALENCIA,56260627L,8/11/1988,18.86,Normal,Normal
28,50.3,1.605,MUJER,VALENCIA,48444273G,27/6/1992,19.53,Normal,Normal
33,52.9,1.61,MUJER,VALENCIA,38781198J,2/10/1987,20.41,Normal,Normal
26,55.1,1.655,MUJER,VALENCIA,53297284I,1/5/1994,20.12,Normal,Normal
32,49.7,1.555,MUJER,VALENCIA,29934116B,15/12/1988,20.55,Normal,Normal
28,52.5,1.625,MUJER,VALENCIA,27743819K,25/6/1992,19.88,Normal,Normal
26,52.5,1.67,MUJER,VALENCIA,30750109B,26/3/1994,18.82,Normal,Normal
31,51.3,1.59,MUJER,VALENCIA,21945974T,29/12/1989,20.29,Normal,Normal
28,51.4,1.6,MUJER,VALENCIA,21860080J,18/6/1992,20.08,Normal,Normal
25,49.2,1.535,MUJER,VALENCIA,75414989M,31/8/1995,20.88,Normal,Normal
26,53.4,1.65,MUJER,VALENCIA,64034034A,14/1/1994,19.61,Normal,Normal
29,51.8,1.56,MUJER,VALENCIA,15289189E,22/6/1991,21.29,Normal,Normal
32,44.8,1.51,MUJER,VALENCIA,17178857W,3/9/1988,19.65,Normal,Normal
26,53.5,1.595,MUJER,VALENCIA,85035117H,11/1/1994,21.03,Normal,Normal
29,54.3,1.598,MUJER,VALENCIA,70776713H,12/2/1991,21.26,Normal,Normal
31,54.0,1.625,MUJER,VALENCIA,74169526T,10/6/1989,20.45,Normal,Normal
27,62.6,1.665,MUJER,VALENCIA,71420918V,2/11/1993,22.58,Normal,Normal
26,51.6,1.59,MUJER,VALENCIA,20228094J,11/2/1994,20.41,Normal,Normal
29,53.0,1.6,MUJER,VALENCIA,48401326R,27/12/1991,20.7,Normal,Normal
27,58.3,1.65,MUJER,VALENCIA,41615700J,8/7/1993,21.41,Normal,Normal
28,55.9,1.517,MUJER,VALENCIA,71163236T,20/7/1992,24.29,Normal,Normal
28,57.2,1.61,MUJER,VALENCIA,16448758A,23/1/1992,22.07,Normal,Normal
26,61.0,1.685,MUJER,VALENCIA,45008513Y,29/9/1994,21.48,Normal,Normal
25,63.7,1.7,MUJER,VALENCIA,36419113B,4/1/1995,22.04,Normal,Normal
28,59.1,1.64,MUJER,VALENCIA,49131425S,2/6/1992,21.97,Normal,Normal
27,67.2,1.732,MUJER,VALENCIA,56088839D,23/12/1993,22.4,Normal,Normal
32,57.4,1.6,MUJER,VALENCIA,19626836F,20/11/1988,22.42,Normal,Normal
25,60.8,1.585,MUJER,VALENCIA,36547954E,28/9/1995,24.2,Normal,Normal
32,48.5,1.485,MUJER,VALENCIA,37449841R,31/3/1988,21.99,Normal,Normal
33,59.0,1.61,MUJER,VALENCIA,85894057L,26/1/1987,22.76,Normal,Normal
27,63.5,1.635,MUJER,ALICANTE,39726032N,23/3/1993,23.75,Normal,Normal
33,62.9,1.63,MUJER,VALENCIA,38480569Q,11/7/1987,23.67,Normal,Normal
25,68.5,1.695,MUJER,VALENCIA,62101419O,19/7/1995,23.84,Normal,Normal
30,58.9,1.61,MUJER,VALENCIA,63690458D,24/5/1990,22.72,Normal,Normal
27,60.8,1.62,MUJER,VALENCIA,64205822G,29/6/1993,23.17,Normal,Normal
28,56.0,1.555,MUJER,VALENCIA,31437261E,16/11/1992,23.16,Normal,Normal
28,58.4,1.6,MUJER,VALENCIA,86795944D,9/11/1992,22.81,Normal,Normal
28,63.3,1.63,MUJER,VALENCIA,59438705S,10/7/1992,23.82,Normal,Normal
30,64.3,1.63,MUJER,VALENCIA,55702316P,6/11/1990,24.2,Normal,Normal
25,62.9,1.62,MUJER,VALENCIA,75200254E,7/12/1995,23.97,Normal,Normal
31,66.0,1.65,MUJER,VALENCIA,18209585O,8/5/1989,24.24,Normal,Normal
31,64.4,1.63,MUJER,VALENCIA,67255059J,4/8/1989,24.24,Normal,Normal
31,67.0,1.64,MUJER,VALENCIA,21817133K,28/7/1989,24.91,Normal,Normal
27,59.9,1.55,MUJER,VALENCIA,89974022T,6/1/1993,24.93,Normal,Normal
34,60.8,1.5330000000000001,MUJER,VALENCIA,61586055E,24/7/1986,25.87,Sobrepeso,Sobrepeso
25,61.4,1.56,MUJER,VALENCIA,63518670G,9/9/1995,25.23,Sobrepeso,Sobrepeso
27,57.7,1.528,MUJER,VALENCIA,35817855J,24/3/1993,24.71,Normal,Normal
33,61.0,1.5,MUJER,VALENCIA,31694943Z,4/10/1987,27.11,Sobrepeso,Sobrepeso
32,68.1,1.59,MUJER,VALENCIA,30062957R,1/1/1988,26.94,Sobrepeso,Sobrepeso
32,73.6,1.675,MUJER,VALENCIA,53855595X,29/6/1988,26.23,Sobrepeso,Sobrepeso
31,69.2,1.5,MUJER,VALENCIA,52610132E,2/2/1989,30.76,Obesidad clase 1,Obesidad
34,57.0,1.475,MUJER,VALENCIA,45652718C,9/2/1986,26.2,Sobrepeso,Sobrepeso
31,75.0,1.6,MUJER,VALENCIA,65150656Q,21/11/1989,29.3,Sobrepeso,Sobrepeso
41,67.1,1.62,HOMBRE,ALICANTE,16491705Q,11/6/1979,25.57,Sobrepeso,Sobrepeso
40,56.2,1.505,HOMBRE,VALENCIA,40284343R,1/9/1980,24.81,Normal,Normal
38,71.9,1.735,HOMBRE,VALENCIA,43376527O,4/12/1982,23.89,Normal,Normal
35,,,HOMBRE,VALENCIA,16234023C,15/7/1985,,Obesidad clase 3,Obesidad
40,63.9,1.7,HOMBRE,VALENCIA,88427930M,21/4/1980,22.11,Normal,Normal
39,52.6,1.58,HOMBRE,VALENCIA,14043726X,10/8/1981,21.07,Normal,Normal
37,54.0,1.69,HOMBRE,VALENCIA,78292438J,12/4/1983,18.91,Normal,Normal
37,57.7,1.65,HOMBRE,VALENCIA,27700872E,9/8/1983,21.19,Normal,Normal
37,61.2,1.68,HOMBRE,VALENCIA,31909678D,15/7/1983,21.68,Normal,Normal
37,80.3,1.93,HOMBRE,VALENCIA,35431332R,9/8/1983,21.56,Normal,Normal
41,66.5,1.665,HOMBRE,VALENCIA,54843376Y,28/3/1979,23.99,Normal,Normal
38,66.4,1.68,HOMBRE,VALENCIA,41443912J,6/11/1982,23.53,Normal,Normal
44,56.0,1.605,HOMBRE,VALENCIA,83274290W,23/6/1976,21.74,Normal,Normal
41,60.9,1.65,HOMBRE,VALENCIA,74684890X,29/7/1979,22.37,Normal,Normal
38,66.5,1.745,HOMBRE,VALENCIA,34142922T,9/10/1982,21.84,Normal,Normal
35,66.3,1.72,HOMBRE,VALENCIA,76402770N,28/4/1985,22.41,Normal,Normal
46,57.9,1.63,HOMBRE,VALENCIA,57849666P,4/12/1974,21.79,Normal,Normal
35,68.4,1.725,HOMBRE,VALENCIA,24651635D,13/6/1985,22.99,Normal,Normal
41,74.4,1.755,HOMBRE,VALENCIA,83918495A,30/5/1979,24.16,Normal,Normal
44,70.9,1.755,HOMBRE,VALENCIA,21172928P,30/7/1976,23.02,Normal,Normal
35,81.9,1.865,HOMBRE,VALENCIA,86323527A,6/10/1985,23.55,Normal,Normal
38,62.9,1.67,HOMBRE,VALENCIA,70218402Q,26/11/1982,22.55,Normal,Normal
43,71.2,1.725,HOMBRE,VALENCIA,69187674I,9/10/1977,23.93,Normal,Normal
49,79.7,1.67,HOMBRE,VALENCIA,29118123J,11/12/1971,28.58,Sobrepeso,Sobrepeso
48,66.8,1.65,HOMBRE,VALENCIA,56861885L,12/3/1972,24.54,Normal,Normal
47,67.8,1.67,HOMBRE,VALENCIA,17951903V,16/8/1973,24.31,Normal,Normal
38,78.5,1.8,HOMBRE,VALENCIA,28388024A,18/11/1982,24.23,Normal,Normal
45,81.7,1.785,HOMBRE,VALENCIA,18682002K,28/5/1975,25.64,Sobrepeso,Sobrepeso
45,80.2,1.8019999999999998,HOMBRE,VALENCIA,20185147I,21/10/1975,24.7,Normal,Normal
38,85.0,1.8,HOMBRE,VALENCIA,14559090D,26/8/1982,26.23,Sobrepeso,Sobrepeso
37,71.8,1.67,HOMBRE,VALENCIA,62874465U,23/9/1983,25.74,Sobrepeso,Sobrepeso
39,74.8,1.75,HOMBRE,VALENCIA,19154419J,2/4/1981,24.42,Normal,Normal
39,72.4,1.66,HOMBRE,VALENCIA,37750470H,14/4/1981,26.27,Sobrepeso,Sobrepeso
36,70.0,1.645,HOMBRE,VALENCIA,21903027K,15/10/1984,25.87,Sobrepeso,Sobrepeso
35,68.9,1.635,HOMBRE,VALENCIA,34228816B,7/6/1985,25.77,Sobrepeso,Sobrepeso
44,77.8,1.715,HOMBRE,VALENCIA,57463143Y,13/12/1976,26.45,Sobrepeso,Sobrepeso
35,74.0,1.72,HOMBRE,VALENCIA,84219124L,30/12/1985,25.01,Sobrepeso,Sobrepeso
47,76.6,1.685,HOMBRE,VALENCIA,33412823Q,5/4/1973,26.98,Sobrepeso,Sobrepeso
41,73.4,1.675,HOMBRE,VALENCIA,48358379M,17/9/1979,26.16,Sobrepeso,Sobrepeso
37,83.4,1.78,HOMBRE,VALENCIA,13657203S,7/1/1983,26.32,Sobrepeso,Sobrepeso
37,69.2,1.685,HOMBRE,VALENCIA,52008874Z,13/2/1983,24.37,Normal,Normal
48,74.0,1.6119999999999999,HOMBRE,VALENCIA,62659730A,3/10/1972,28.48,Sobrepeso,Sobrepeso
35,73.6,1.66,HOMBRE,VALENCIA,49217319B,8/8/1985,26.71,Sobrepeso,Sobrepeso
42,76.1,1.645,HOMBRE,VALENCIA,46597552T,1/1/1978,28.12,Sobrepeso,Sobrepeso
40,87.1,1.81,HOMBRE,VALENCIA,71077342E,7/11/1980,26.59,Sobrepeso,Sobrepeso
39,76.5,1.7,HOMBRE,ALICANTE,68543469A,4/6/1981,26.47,Sobrepeso,Sobrepeso
38,91.3,1.8,HOMBRE,VALENCIA,67426847V,28/3/1982,28.18,Sobrepeso,Sobrepeso
49,91.2,1.8,HOMBRE,VALENCIA,27614978P,9/8/1971,28.15,Sobrepeso,Sobrepeso
47,80.2,1.71,HOMBRE,VALENCIA,73267639M,7/4/1973,27.43,Sobrepeso,Sobrepeso
37,82.0,1.7,HOMBRE,VALENCIA,74899625K,15/5/1983,28.37,Sobrepeso,Sobrepeso
38,78.9,1.65,HOMBRE,VALENCIA,48659008F,6/11/1982,28.98,Sobrepeso,Sobrepeso
48,81.8,1.665,HOMBRE,VALENCIA,65880755E,15/1/1972,29.51,Sobrepeso,Sobrepeso
47,82.8,1.7,HOMBRE,VALENCIA,12884157H,3/10/1973,28.65,Sobrepeso,Sobrepeso
40,87.3,1.75,HOMBRE,VALENCIA,86194686V,7/1/1980,28.51,Sobrepeso,Sobrepeso
47,88.3,1.75,HOMBRE,VALENCIA,51064040J,9/9/1973,28.83,Sobrepeso,Sobrepeso
47,88.0,1.755,HOMBRE,VALENCIA,88986241I,7/7/1973,28.57,Sobrepeso,Sobrepeso
42,102.2,1.9,HOMBRE,VALENCIA,60898903M,19/9/1978,28.31,Sobrepeso,Sobrepeso
38,80.2,1.67,HOMBRE,VALENCIA,60555327C,10/6/1982,28.76,Sobrepeso,Sobrepeso
43,91.3,1.78,HOMBRE,VALENCIA,32253254D,20/12/1977,28.82,Sobrepeso,Sobrepeso
35,80.0,1.65,HOMBRE,VALENCIA,56303574O,20/8/1985,29.38,Sobrepeso,Sobrepeso
37,89.6,1.71,HOMBRE,VALENCIA,45609771F,8/9/1983,30.64,Obesidad clase 1,Obesidad
48,78.7,1.715,HOMBRE,VALENCIA,78335385J,20/6/1972,26.76,Sobrepeso,Sobrepeso
42,97.4,1.75,HOMBRE,VALENCIA,60211751J,2/10/1978,31.8,Obesidad clase 1,Obesidad
45,78.2,1.63,HOMBRE,VALENCIA,52867814M,27/5/1975,29.43,Sobrepeso,Sobrepeso
37,87.0,1.7,HOMBRE,VALENCIA,17737168N,18/1/1983,30.1,Obesidad clase 1,Obesidad
45,90.0,1.685,HOMBRE,VALENCIA,60082910U,7/9/1975,31.7,Obesidad clase 1,Obesidad
46,79.6,1.67,HOMBRE,VALENCIA,84863329V,6/5/1974,28.54,Sobrepeso,Sobrepeso
47,105.4,1.73,HOMBRE,VALENCIA,53125496I,5/7/1973,35.22,Obesidad clase 2,Obesidad
49,69.6,1.615,MUJER,VALENCIA,72193964E,19/5/1971,26.68,Sobrepeso,Sobrepeso
36,69.7,1.6,MUJER,VALENCIA,24608688I,9/2/1984,27.23,Sobrepeso,Sobrepeso
42,86.5,1.615,MUJER,VALENCIA,69488303H,4/3/1978,33.16,Obesidad clase 1,Obesidad
49,58.3,1.505,MUJER,VALENCIA,89630446L,26/11/1971,25.74,Sobrepeso,Sobrepeso
45,58.6,1.5,MUJER,VALENCIA,29891169R,16/2/1975,26.04,Sobrepeso,Sobrepeso
43,58.6,1.515,MUJER,VALENCIA,18467267I,27/1/1977,25.53,Sobrepeso,Sobrepeso
45,59.4,1.585,MUJER,VALENCIA,43419474A,7/9/1975,23.64,Normal,Normal
39,58.0,1.545,MUJER,VALENCIA,38308781N,28/12/1981,24.3,Normal,Normal
48,68.3,1.48,MUJER,VALENCIA,77948862O,4/6/1972,31.18,Obesidad clase 1,Obesidad
47,54.3,1.545,MUJER,VALENCIA,82544191H,21/2/1973,22.75,Normal,Normal
35,49.4,1.625,MUJER,VALENCIA,77648233Z,30/12/1985,18.71,Normal,Normal
38,52.0,1.58,MUJER,VALENCIA,25682363C,22/11/1982,20.83,Normal,Normal
41,50.8,1.55,MUJER,VALENCIA,41744541E,18/11/1979,21.14,Normal,Normal
44,48.2,1.5,MUJER,VALENCIA,34658286V,7/6/1976,21.42,Normal,Normal
42,55.0,1.57,MUJER,VALENCIA,51794139K,21/5/1978,22.31,Normal,Normal
38,50.9,1.55,MUJER,VALENCIA,42131064X,13/1/1982,21.19,Normal,Normal
36,56.3,1.585,MUJER,VALENCIA,61027744S,4/12/1984,22.41,Normal,Normal
45,50.2,1.5419999999999998,MUJER,VALENCIA,81427569M,27/4/1975,21.11,Normal,Normal
43,59.5,1.61,MUJER,VALENCIA,26197727M,5/12/1977,22.95,Normal,Normal
39,53.8,1.5,MUJER,VALENCIA,50290994X,24/1/1981,23.91,Normal,Normal
43,50.0,1.505,MUJER,VALENCIA,32553883L,20/4/1977,22.07,Normal,Normal
35,53.7,1.5,MUJER,VALENCIA,68629363F,6/10/1985,23.87,Normal,Normal
46,47.9,1.49,MUJER,VALENCIA,71120289M,23/1/1974,21.58,Normal,Normal
36,61.0,1.64,MUJER,VALENCIA,16062235T,9/1/1984,22.68,Normal,Normal
40,59.5,1.595,MUJER,VALENCIA,53554966K,11/5/1980,23.39,Normal,Normal
37,64.8,1.7,MUJER,VALENCIA,59309864Z,9/5/1983,22.42,Normal,Normal
39,51.9,1.535,MUJER,VALENCIA,78034756E,20/6/1981,22.03,Normal,Normal
39,57.1,1.58,MUJER,VALENCIA,24351006C,22/8/1981,22.87,Normal,Normal
35,70.6,1.68,MUJER,VALENCIA,36290272O,27/7/1985,25.01,Sobrepeso,Sobrepeso
35,61.0,1.605,MUJER,VALENCIA,65494232O,1/6/1985,23.68,Normal,Normal
47,60.0,1.62,MUJER,VALENCIA,30148851I,8/4/1973,22.86,Normal,Normal
38,60.8,1.625,MUJER,VALENCIA,72537540D,18/9/1982,23.02,Normal,Normal
38,57.4,1.55,MUJER,VALENCIA,79452007P,26/4/1982,23.89,Normal,Normal
44,64.9,1.625,MUJER,VALENCIA,46468711Y,15/1/1976,24.58,Normal,Normal
36,66.4,1.6540000000000001,MUJER,VALENCIA,79666742G,30/11/1984,24.27,Normal,Normal
39,58.0,1.58,MUJER,VALENCIA,47456492O,7/5/1981,23.23,Normal,Normal
39,67.5,1.66,MUJER,ALICANTE,55530528X,13/6/1981,24.5,Normal,Normal
37,63.5,1.605,MUJER,VALENCIA,63776352I,9/3/1983,24.65,Normal,Normal
37,67.4,1.715,MUJER,VALENCIA,21258822F,8/6/1983,22.92,Normal,Normal
43,65.3,1.605,MUJER,VALENCIA,31394314C,11/8/1977,25.35,Sobrepeso,Sobrepeso
40,65.7,1.65,MUJER,VALENCIA,88084354F,7/6/1980,24.13,Normal,Normal
36,58.3,1.54,MUJER,VALENCIA,15890447B,5/8/1984,24.58,Normal,Normal
39,56.2,1.515,MUJER,VALENCIA,34873021S,24/5/1981,24.49,Normal,Normal
46,55.3,1.525,MUJER,VALENCIA,35001862R,13/4/1974,23.78,Normal,Normal
38,64.3,1.58,MUJER,VALENCIA,83703760B,9/3/1982,25.76,Sobrepeso,Sobrepeso
42,66.3,1.58,MUJER,VALENCIA,35517226B,5/1/1978,26.56,Sobrepeso,Sobrepeso
40,67.8,1.6,MUJER,VALENCIA,84777435D,28/8/1980,26.48,Sobrepeso,Sobrepeso
44,64.1,1.57,MUJER,VALENCIA,37836364U,27/6/1976,26.01,Sobrepeso,Sobrepeso
36,65.5,1.585,MUJER,VALENCIA,79194325N,21/3/1984,26.07,Sobrepeso,Sobrepeso
45,72.0,1.66,MUJER,VALENCIA,47198810Z,14/12/1975,26.13,Sobrepeso,Sobrepeso
41,69.0,1.62,MUJER,VALENCIA,31351367W,10/5/1979,26.29,Sobrepeso,Sobrepeso
44,56.9,1.5,MUJER,VALENCIA,88814453F,2/5/1976,25.29,Sobrepeso,Sobrepeso
43,74.6,1.689,MUJER,VALENCIA,57334302V,3/12/1977,26.15,Sobrepeso,Sobrepeso
44,67.5,1.64,MUJER,VALENCIA,74513102V,7/8/1976,25.1,Sobrepeso,Sobrepeso
39,71.5,1.63,MUJER,VALENCIA,79795583J,4/2/1981,26.91,Sobrepeso,Sobrepeso
36,62.6,1.57,MUJER,VALENCIA,88943294I,28/2/1984,25.4,Sobrepeso,Sobrepeso
45,68.8,1.54,MUJER,VALENCIA,37020371X,19/12/1975,29.01,Sobrepeso,Sobrepeso
46,60.0,1.485,MUJER,VALENCIA,32725671Z,16/8/1974,27.21,Sobrepeso,Sobrepeso
42,70.5,1.62,MUJER,VALENCIA,38222887G,24/10/1978,26.86,Sobrepeso,Sobrepeso
36,73.0,1.65,MUJER,VALENCIA,44235467I,25/12/1984,26.81,Sobrepeso,Sobrepeso
48,70.3,1.625,MUJER,VALENCIA,44321361K,27/4/1972,26.62,Sobrepeso,Sobrepeso
45,70.7,1.56,MUJER,VALENCIA,56131786J,16/2/1975,29.05,Sobrepeso,Sobrepeso
40,70.9,1.578,MUJER,VALENCIA,39554244V,9/6/1980,28.47,Sobrepeso,Sobrepeso
38,77.0,1.65,MUJER,VALENCIA,19025578C,25/5/1982,28.28,Sobrepeso,Sobrepeso
46,66.4,1.525,MUJER,VALENCIA,36505007W,3/8/1974,28.55,Sobrepeso,Sobrepeso
43,66.0,1.55,MUJER,VALENCIA,63475723I,17/12/1977,27.47,Sobrepeso,Sobrepeso
36,60.5,1.48,MUJER,VALENCIA,59739334C,17/5/1984,27.62,Sobrepeso,Sobrepeso
44,72.3,1.56,MUJER,VALENCIA,54070330O,3/3/1976,29.71,Sobrepeso,Sobrepeso
39,79.7,1.605,MUJER,VALENCIA,23320278I,14/7/1981,30.94,Obesidad clase 1,Obesidad
36,91.2,1.7,MUJER,VALENCIA,43548315I,20/12/1984,31.56,Obesidad clase 1,Obesidad
49,92.4,1.69,MUJER,VALENCIA,42732322D,5/9/1971,32.35,Obesidad clase 1,Obesidad
49,90.0,1.7,MUJER,VALENCIA,68887045S,13/9/1971,31.14,Obesidad clase 1,Obesidad
42,86.8,1.63,MUJER,VALENCIA,27486137C,29/12/1978,32.67,Obesidad clase 1,Obesidad
48,94.0,1.67,MUJER,VALENCIA,43591262M,17/11/1972,33.71,Obesidad clase 1,Obesidad
43,58.3,1.62,MUJER,VALENCIA,47069969W,25/6/1977,22.21,Normal,Normal
61,91.4,1.6,HOMBRE,VALENCIA,66653801T,26/6/1959,35.7,Obesidad clase 2,Obesidad
62,85.2,1.8,HOMBRE,VALENCIA,67126218M,6/5/1958,26.3,Sobrepeso,Sobrepeso
53,,,HOMBRE,VALENCIA,35044809J,10/10/1967,,Obesidad clase 3,Obesidad
64,85.7,1.715,HOMBRE,VALENCIA,25081105I,19/3/1956,29.14,Sobrepeso,Sobrepeso
51,80.0,1.7,HOMBRE,VALENCIA,84992170Q,25/5/1969,27.68,Sobrepeso,Sobrepeso
57,71.9,1.68,HOMBRE,VALENCIA,29418752Y,28/5/1963,25.47,Sobrepeso,Sobrepeso
53,67.0,1.72,HOMBRE,VALENCIA,14816772N,13/8/1967,22.65,Normal,Normal
61,73.4,1.662,HOMBRE,VALENCIA,69230621X,13/4/1959,26.57,Sobrepeso,Sobrepeso
55,65.6,1.62,HOMBRE,VALENCIA,19283260E,12/3/1965,25.0,Sobrepeso,Sobrepeso
57,66.5,1.56,HOMBRE,VALENCIA,23105543T,20/9/1963,27.33,Sobrepeso,Sobrepeso
62,47.4,1.624,HOMBRE,VALENCIA,86022898Y,1/9/1958,17.97,Infrapeso,Infrapeso
61,72.6,1.76,HOMBRE,VALENCIA,19583889N,30/5/1959,23.44,Normal,Normal
63,56.1,1.6,HOMBRE,VALENCIA,19497995M,17/6/1957,21.91,Normal,Normal
52,53.2,1.69,HOMBRE,VALENCIA,33670505P,30/10/1968,18.63,Normal,Normal
62,72.9,1.77,HOMBRE,VALENCIA,19927465V,13/1/1958,23.27,Normal,Normal
52,78.0,1.76,HOMBRE,VALENCIA,89544552C,23/10/1968,25.18,Sobrepeso,Sobrepeso
63,57.7,1.6,HOMBRE,VALENCIA,62359101X,3/6/1957,22.54,Normal,Normal
55,67.6,1.71,HOMBRE,VALENCIA,73611215P,2/9/1965,23.12,Normal,Normal
60,65.0,1.62,HOMBRE,VALENCIA,36118484T,28/10/1960,24.77,Normal,Normal
63,72.9,1.66,HOMBRE,VALENCIA,52223609P,24/9/1957,26.46,Sobrepeso,Sobrepeso
63,65.1,1.64,HOMBRE,VALENCIA,15546871P,23/9/1957,24.2,Normal,Normal
58,76.5,1.71,HOMBRE,VALENCIA,48744902S,16/1/1962,26.16,Sobrepeso,Sobrepeso
53,67.1,1.595,HOMBRE,VALENCIA,26154780Y,29/4/1967,26.38,Sobrepeso,Sobrepeso
61,79.0,1.695,HOMBRE,VALENCIA,69745985J,17/1/1959,27.5,Sobrepeso,Sobrepeso
59,67.8,1.66,HOMBRE,VALENCIA,46984075X,20/9/1961,24.6,Normal,Normal
58,79.2,1.745,HOMBRE,VALENCIA,25510575S,26/12/1962,26.01,Sobrepeso,Sobrepeso
53,75.0,1.66,HOMBRE,VALENCIA,45695665I,21/1/1967,27.22,Sobrepeso,Sobrepeso
59,91.8,1.71,HOMBRE,VALENCIA,45738612N,16/1/1961,31.39,Obesidad clase 1,Obesidad
52,81.9,1.81,HOMBRE,VALENCIA,13399521V,4/10/1968,25.0,Sobrepeso,Sobrepeso
59,72.6,1.675,HOMBRE,VALENCIA,15460977G,30/5/1961,25.88,Sobrepeso,Sobrepeso
53,72.3,1.6,HOMBRE,VALENCIA,31179579F,17/11/1967,28.24,Sobrepeso,Sobrepeso
56,80.2,1.742,HOMBRE,VALENCIA,20013359D,14/2/1964,26.43,Sobrepeso,Sobrepeso
60,73.4,1.62,HOMBRE,VALENCIA,55015164X,27/12/1960,27.97,Sobrepeso,Sobrepeso
55,83.9,1.751,HOMBRE,VALENCIA,46640499D,11/7/1965,27.36,Sobrepeso,Sobrepeso
